x r i
9.739478957915832069e+00 -1.802223759018088515e-21 -5.866575814010348935e-22
9.819639278557112050e+00 -7.988155117232599177e-22 -3.329056090968780553e-22
9.899799599198395583e+00 -3.491507414637620471e-22 -1.795680429426732340e-22
9.979959919839679117e+00 -1.504018715898018514e-22 -9.328794135554175214e-23
1.006012024048095910e+01 -6.380132192493173337e-23 -4.704257020750954128e-23
1.014028056112224263e+01 -2.662536100256601880e-23 -2.314122202033174281e-23
1.022044088176352616e+01 -1.091577957654364678e-23 -1.114220741871895331e-23
1.030060120240480970e+01 -4.388334976647170807e-24 -5.263488454428882396e-24
1.038076152304608968e+01 -1.725479266897292807e-24 -2.443651835651196463e-24
1.046092184368737321e+01 -6.611159013637455691e-25 -1.116403290752254317e-24
1.054108216432865675e+01 -2.454679429185618649e-25 -5.023826992342482607e-25
1.062124248496994028e+01 -8.754406460492551391e-26 -2.228406245533714642e-25
1.070140280561122026e+01 -2.953414294251227238e-26 -9.748482866517442400e-26
1.078156312625250379e+01 -9.144851617853530085e-27 -4.207635540881934972e-26
1.086172344689378733e+01 -2.413504641908912886e-27 -1.792348779413127370e-26
1.094188376753506731e+01 -4.050298657244972025e-28 -7.536537200243142967e-27
1.102204408817635084e+01 8.282871529519224754e-29 -3.128447053651059683e-27
1.110220440881763437e+01 1.372239127265115850e-28 -1.282033994084467594e-27
1.118236472945891791e+01 9.801691200830101777e-29 -5.186255358622437586e-28
1.126252505010019789e+01 5.662998181063074003e-29 -2.070731874581721399e-28
1.134268537074148142e+01 2.951332609329502690e-29 -8.158304566226827206e-29
1.142284569138276495e+01 1.443590447092180731e-29 -3.170478129047806537e-29
1.150300601202404849e+01 6.753862667336326591e-30 -1.214741630509434058e-29
1.158316633266532847e+01 3.054315667389299358e-30 -4.585551431716976745e-30
1.166332665330661200e+01 1.343778834365643734e-30 -1.704000713487934552e-30
1.174348697394789554e+01 5.776000835797668003e-31 -6.226116788325203214e-31
1.182364729458917552e+01 2.432616773604887814e-31 -2.233375326664506875e-31
1.190380761523045905e+01 1.005928452087037642e-31 -7.848453965427109049e-32
1.198396793587174258e+01 4.090409394366095804e-32 -2.693975890198940308e-32
1.206412825651302256e+01 1.637437789001317319e-32 -8.993097300924241017e-33
1.214428857715430610e+01 6.458510413824996665e-33 -2.900337000242618286e-33
1.222444889779558963e+01 2.511597777635595605e-33 -8.938789853509044241e-34
1.230460921843687316e+01 9.634482867487119348e-34 -2.581159595820080157e-34
1.238476953907815670e+01 3.646878176895862070e-34 -6.696547378164630004e-35
1.246492985971944023e+01 1.362496290207624568e-34 -1.386886912299970887e-35
1.254509018036071666e+01 5.025000337504513286e-35 -1.069503329096236049e-36
1.262525050100200019e+01 1.829579673334626891e-35 1.078501056428797218e-36
1.270541082164328373e+01 6.576162755702590051e-36 9.202890878207401950e-37
1.278557114228456726e+01 2.333214266823394246e-36 5.197937571390794762e-37
1.286573146292585079e+01 8.169835420223908498e-37 2.521505952253805378e-37
1.294589178356713433e+01 2.822413729185566412e-37 1.125741190667786404e-37
1.302605210420841786e+01 9.616071536576068336e-38 4.760456763958734084e-38
1.310621242484970139e+01 3.229260090298846068e-38 1.935019838634876471e-38
1.318637274549097782e+01 1.068111578244173738e-38 7.625379122633376915e-39
1.326653306613226135e+01 3.476283441621655160e-39 2.928998657012176816e-39
1.334669338677354489e+01 1.111821990871248295e-39 1.100593023239759976e-39
1.342685370741482842e+01 3.488317805057292029e-40 4.055837052873462773e-40
1.350701402805611195e+01 1.071043712587614526e-40 1.468492825500964418e-40
1.358717434869739549e+01 3.207105579623510302e-41 5.231009008634614497e-41
1.366733466933867902e+01 9.317817965520674333e-42 1.835101505893664913e-41
1.374749498997995545e+01 2.605684557049203521e-42 6.344936592046907628e-42
1.382765531062123898e+01 6.918324979911793928e-43 2.163402317150658693e-42
1.390781563126252252e+01 1.698976373626714410e-43 7.277401276646122243e-43
1.398797595190380605e+01 3.631281452505034983e-44 2.415896415355597121e-43
1.406813627254508958e+01 5.473503415425204683e-45 7.916490726357788244e-44
1.414829659318637312e+01 -2.850289416595858274e-46 2.560881256399448253e-44
1.422845691382765665e+01 -7.486751887737002613e-46 8.178272223853571932e-45
1.430861723446893308e+01 -4.464254904818684249e-46 2.578255363345664827e-45
1.438877755511021661e+01 -2.062308113469318051e-46 8.022726691345311633e-46
1.446893787575150014e+01 -8.486796975020842761e-47 2.463477298519819418e-46
1.454909819639278368e+01 -3.260387318279028682e-47 7.462049260712076102e-47
1.462925851703406721e+01 -1.194746678970226485e-47 2.228681562767295342e-47
1.470941883767535074e+01 -4.225077242967252786e-48 6.559148989345611222e-48
1.478957915831663428e+01 -1.452117131203692682e-48 1.900632933483470880e-48
1.486973947895791781e+01 -4.872550319657381931e-49 5.416586559113688720e-49
1.494989979959919424e+01 -1.601214252425119534e-49 1.515985324261569968e-49
1.503006012024047777e+01 -5.164624868549441466e-50 4.158551745539967355e-50
1.511022044088176131e+01 -1.637657065865951955e-50 1.114963250723593658e-50
1.519038076152304484e+01 -5.111187756449480506e-51 2.910086682307628956e-51
1.527054108216432837e+01 -1.571545532953609040e-51 7.349099957279051731e-52
1.535070140280561191e+01 -4.763591546867049058e-52 1.778153409889653152e-52
1.543086172344689544e+01 -1.424187299252371726e-52 4.050656551492575878e-53
1.551102204408817187e+01 -4.201348034619317142e-53 8.382846105989380768e-54
1.559118236472945540e+01 -1.223247548053088763e-53 1.435049101799551146e-54
1.567134268537073893e+01 -3.515743713235966602e-54 1.288061673593559481e-55
1.575150300601202247e+01 -9.975439430459430973e-55 -4.346026812876169136e-56
1.583166332665330600e+01 -2.794198643776446133e-55 -3.474163674347673952e-56
1.591182364729458953e+01 -7.726003928333973116e-56 -1.597213870973019401e-56
1.599198396793587307e+01 -2.108378164451939161e-56 -6.154620456142065889e-57
1.607214428857714950e+01 -5.677000632917099874e-57 -2.163980602241965414e-57
1.615230460921843303e+01 -1.507640143670582593e-57 -7.177798645698302223e-58
1.623246492985971656e+01 -3.946902961866045433e-58 -2.283499439819766890e-58
1.631262525050100010e+01 -1.017868820618752729e-58 -7.033501523551044848e-59
1.639278557114228363e+01 -2.583465262546606120e-59 -2.109834517459876004e-59
1.647294589178356716e+01 -6.445489898067047359e-60 -6.187543859780114272e-60
1.655310621242485070e+01 -1.578099779150922862e-60 -1.778902095289143654e-60
1.663326653306613423e+01 -3.783143331972704437e-61 -5.023313632970576429e-61
1.671342685370741066e+01 -8.851507439553269746e-62 -1.395249086635627716e-61
1.679358717434869419e+01 -2.011765505038419889e-62 -3.815922067472469496e-62
1.687374749498997772e+01 -4.409108844715278876e-63 -1.028450297927360678e-62
1.695390781563126126e+01 -9.204860920945221228e-64 -2.733174981970203935e-63
1.703406813627254479e+01 -1.789200106759948606e-64 -7.165546206801126369e-64
1.711422845691382832e+01 -3.077967476911115205e-65 -1.853839479291359790e-64
1.719438877755511186e+01 -4.003666461952872101e-66 -4.734056321189790672e-65
1.727454909819638829e+01 -5.024886823194638856e-68 -1.193412005520184026e-65
1.735470941883767182e+01 2.260091515577740008e-67 -2.970045269602569054e-66
1.743486973947895535e+01 1.148456473388183820e-67 -7.296847001236454074e-67
1.751503006012023889e+01 4.260410122098039536e-68 -1.769512820335845103e-67
1.759519038076152242e+01 1.386588908969496266e-68 -4.234727067305496028e-68
1.767535070140280595e+01 4.186961703209360921e-69 -9.997980593206966908e-69
1.775551102204408949e+01 1.202220023761595031e-69 -2.327679015423637194e-69
1.783567134268536591e+01 3.325441533502642777e-70 -5.340738950479547267e-70
1.791583166332664945e+01 8.929778785228566993e-71 -1.206722473407350968e-70
1.799599198396793298e+01 2.339372755486341068e-71 -2.682203552750566057e-71
1.807615230460921651e+01 5.998931549167110470e-72 -5.856721547252203481e-72
1.815631262525050005e+01 1.509331161028577250e-72 -1.253957344055218055e-72
1.823647294589178358e+01 3.732261882606556032e-73 -2.625712509172566454e-73
1.831663326653306711e+01 9.082095546861048371e-74 -5.357071852838332199e-74
1.839679358717435065e+01 2.176905423089272050e-74 -1.058991627191034369e-74
1.847695390781562708e+01 5.143337707426111310e-75 -2.010323163681831004e-75
1.855711422845691061e+01 1.198499565819586473e-75 -3.608368870351626681e-76
1.863727454909819414e+01 2.755448732956875371e-76 -5.938780720681029920e-77
1.871743486973947768e+01 6.252192111123188157e-77 -8.308864771542422237e-78
1.879759519038076121e+01 1.400356226387135176e-77 -7.282908938500613272e-79
1.887775551102204474e+01 3.096370298331162729e-78 8.733952381553876610e-80
1.895791583166332828e+01 6.758973804032010296e-79 7.352819107930885896e-80
1.903807615230460470e+01 1.456435308257885320e-79 2.778671341787126131e-80
1.911823647294588824e+01 3.097528729529301550e-80 8.528678043840494753e-81
1.919839679358717177e+01 6.500439171417070903e-81 2.364310307394486503e-81
1.927855711422845530e+01 1.345596573280045002e-81 6.154929440676621861e-82
1.935871743486973884e+01 2.746097793436749889e-82 1.533032152863617561e-82
1.943887775551102237e+01 5.521518513644778276e-83 3.691543167793431294e-83
1.951903807615230590e+01 1.092854229972526600e-83 8.648975591183025700e-84
1.959919839679358233e+01 2.126780838652662960e-84 1.979881686736119480e-84
1.967935871743486587e+01 4.063154290697678717e-85 4.441027762142137394e-85
1.975951903807614940e+01 7.604286766922239300e-86 9.781177111410233696e-86
1.983967935871743293e+01 1.389976693767308369e-86 2.118445167343451288e-86
1.991983967935871647e+01 2.470659667904312601e-87 4.517007714676376728e-87
2.000000000000000000e+01 4.241931547247573786e-88 9.489883585577104233e-88
